State,Partner code, Sales this year ,Last year Sales,GM this year,Protein Sales this year,Protein GM this year,Number of months when ordered,Partner_profil_ORACLE,Sales_Person,Key Accounts,City_village,Region,Active_partner,Population,Size of the shop (m2),Stand_alone_shops,Company_p_in_shops,Sales_channel_p_Shop,Sales_channel_p_Webshop,Sales_channel_p_Distributor,Sales_channel_p_Gym,Sales_channel_p_Other, Amazon_web ,Relationship quality
California,216," 9,837    ",12524.721,5022.6312,1249.7046,548.4078,11,Shop,C,0.00,156,24,1,63033,50,1,15%,100%,0%,0%,0%,0%,  ,1
California,217," 9,837    ",13073.9775,4911.9804,3013.5984,1516.1349,5,Shop,C,0.00,96,33,1,239187,100,0,5%,60%,40%,0%,0%,0%, -      ,6
California,218," 9,733    ",8475.3273,5025.8169,6167.4537,3511.773,6,Shop,D,0.00,157,23,0,29321,50,,,,,,,,,
California,219," 9,446    ",14652.5349,5232.1248,1308.9414,748.8363,7,Webshop,C,0.00,83,24,0,378609,,,,,,,,,,
California,220," 9,298    ",13056.9543,4872.9771,1485.7047,823.3005,10,Shop,C,0.00,117,34,1,495218,60,1,5%,100%,0%,0%,0%,0%,  ,5
California,221," 9,258    ",0,4534.764,2811.8292,1345.2879,10,Shop,D,0.00,89,23,1,1813147,,0,15%,60%,40%,0%,0%,0%, -      ,6
California,222," 9,188    ",0,3984.2775,0,0,1,Distributor,B,0.00,110,32,0,,,,,,,,,,,
California,223," 9,053    ",6823.3512,4339.0833,4250.5971,2006.6589,6,Shop,C,0.00,83,24,1,378609,80,1,5%,100%,0%,0%,0%,0%,  ,6
California,224," 9,030    ",5417.7072,4659.363,2561.3766,1248.0687,10,Webshop,D,0.00,151,32,1,24075,50,0,15%,0%,100%,0%,0%,0%, -      ,6
California,225," 9,018    ",0,2428.8933,5554.3602,1215.4614,6,Shop,D,0.00,68,25,1,1161543,,0,90%,0%,0%,100%,0%,0%,  ,6
California,226," 2,677    ",0,992.7945,989.904,248.0418,1,Shop,D,0.00,158,25,0,25892,,0,90%,0%,0%,100%,0%,0%,,6
California,227," 8,928    ",12239.1273,4660.5684,5340.7215,2825.1255,5,Shop,C,0.00,159,48,1,84605,200,1,5%,100%,0%,0%,0%,0%,  ,2
California,228," 8,729    ",20261.6916,4427.8647,4028.2992,1932.2316,6,Shop,B,0.00,85,21,0,3624189,45,,,,,,,,,
California,229," 8,539    ",9138.039,4088.2248,5134.6473,2434.7604,6,Shop,D,0.00,110,32,1,888659,,1,30%,100%,0%,0%,0%,0%,  ,6
California,230," 8,414    ",12248.0448,4172.2215,2675.0532,1362.6309,9,Shop,C,0.00,160,48,1,9030,,1,5%,100%,0%,0%,0%,0%,  ,1
California,231," 8,411    ",0,4270.4739,2696.0985,1338.8427,6,Shop,D,0.00,154,23,1,33523,,1,45%,100%,0%,0%,0%,0%,  ,6
California,232," 8,346    ",14387.2608,3587.3073,5159.604,2302.9659,8,Shop,C,0.00,161,48,1,36129,80,1,30%,100%,0%,0%,0%,0%,  ,5
California,233," 8,310    ",10750.7289,2885.0265,0,0,3,Shop,C,0.00,162,24,0,39275,100,,,,,,,,,
California,234," 8,301    ",8254.8621,4055.9988,5503.7949,2735.6061,7,Gym,C,0.00,163,48,1,58252,25,0,45%,60%,40%,0%,0%,0%, -      ,4
California,235," 8,296    ",13780.2927,4699.7931,8161.2099,4874.7114,4,Webshop,B,0.00,164,40,1,1262,0,0,100%,0%,0%,100%,0%,0%,  ,1
California,236," 8,228    ",21089.1864,3856.296,5703.51,2590.5891,8,Shop,B,0.00,165,56,1,91133,40,0,40%,90%,10%,0%,0%,0%, -      ,1
California,237," 8,195    ",35673.7269,4388.1111,2047.6548,1141.1694,3,Shop,D,0.00,118,32,0,50610,45,,,,,,,,,
California,238," 8,170    ",0,4281.7284,3435.8205,1588.176,5,Shop,C,0.00,136,24,1,256863,90,1,30%,100%,0%,0%,0%,0%,  ,4
California,239," 8,151    ",18645.2379,4625.7102,1366.3701,724.5315,4,Shop,B,0.00,98,21,1,233290,70,0,30%,90%,0%,10%,0%,0%,  ,1
California,240," 7,909    ",8308.6008,3715.6578,1980.546,1129.9764,7,Shop,D,0.00,64,23,1,243012,70,1,15%,100%,0%,0%,0%,0%,  ,6
California,241," 7,762    ",0,3977.5986,1513.8225,732.219,4,Shop,B,0.00,166,57,1,,,1,40%,100%,0%,0%,0%,0%,  ,1
California,242," 7,755    ",4587.2235,4503.1038,2163.7545,1208.6226,10,Shop,B,0.00,77,31,1,449923,30,0,40%,70%,0%,0%,30%,0%,  ,1
California,243," 7,708    ",0,3525.3399,2752.6539,1015.7709,7,Shop,D,0.00,167,44,1,12715,,1,30%,100%,0%,0%,0%,0%,  ,6
California,244," 7,668    ",479.5401,3863.1348,1598.9877,762.4401,4,Shop,D,0.00,110,32,1,895302,80,1,20%,100%,0%,0%,0%,0%,  ,6
California,245," 7,654    ",0,4086.552,2193.1761,1176.6549,11,Shop,D,0.00,168,32,1,12233,,1,20%,100%,0%,0%,0%,0%,  ,6
California,246," 7,646    ",9754.8348,4141.5207,3924.2412,2300.223,3,Shop,C,0.00,121,20,0,87459,44,,,,,,,,,
California,247," 7,507    ",0,4162.3077,1272.9762,761.6898,4,Shop,B,0.00,169,21,1,53613,,0,20%,50%,0%,50%,0%,0%,  ,1
California,248," 7,340    ",8463.138,3889.5306,4483.3623,2402.2392,6,Gym,C,0.00,170,36,1,41978,,0,100%,0%,0%,0%,100%,0%,  ,4
California,249," 7,339    ",7519.5435,4014.1296,3444.7749,1859.9199,8,Shop,C,0.00,171,58,1,21036,,0,60%,0%,0%,0%,100%,0%,  ,4
California,250," 7,013    ",5534.8893,3470.6664,3796.7271,1881.0267,6,Shop,D,0.00,172,23,1,248270,200,1,15%,100%,0%,0%,0%,0%,  ,6
California,251," 7,006    ",6620.2782,3222.6861,2387.9958,1342.9263,9,Shop,C,0.00,136,24,1,260153,80,1,1%,100%,0%,0%,0%,0%,  ,4
California,252," 6,870    ",13813.1952,3560.727,2261.7486,1090.395,4,Gym,C,0.00,136,24,1,260153,35,0,20%,0%,0%,0%,100%,0%,  ,2
California,253," 6,751    ",4931.4759,3400.3596,2991.7905,1529.5419,7,Shop,C,0.00,173,53,1,370686,,0,20%,0%,0%,0%,100%,0%,  ,5
California,254," 6,748    ",26095.5201,3436.989,1710.0198,811.8,4,Shop,C,0.00,174,34,1,24067,60,1,1%,100%,0%,0%,0%,0%,  ,5
California,255," 2,559    ",0,845.4282,1855.4796,656.2419,1,Shop,C,0.00,174,34,0,24067,,1,1%,100%,0%,0%,0%,0%,,5
California,256," 6,729    ",5988.1443,3359.3883,538.0635,234.5364,6,Shop,B,0.00,175,39,1,6581,80,0,10%,90%,5%,5%,0%,0%, -      ,1
California,257," 6,721    ",6785.2827,3579.8166,1838.7639,903.2874,8,Shop,C,0.00,84,30,1,791191,40,1,35%,100%,0%,0%,0%,0%,  ,4
California,258," 6,648    ",1829.7234,3529.8786,3648.5244,1878.2961,9,Shop,B,0.00,176,49,1,21398,80,0,35%,80%,0%,20%,0%,0%,  ,1
California,259," 6,489    ",19060.0923,3322.9434,2991.6183,1513.7118,7,Shop,D,0.00,177,59,0,10410,100,,,,,,,,,
California,260," 6,380    ",1819.9695,2876.109,1807.9401,1015.9923,8,Webshop,C,0.00,72,20,1,640612,,0,5%,0%,100%,0%,0%,0%, -      ,3
California,261," 6,355    ",11468.9013,3532.0065,1560.87,915.3414,8,Shop,C,0.00,178,20,1,76824,50,1,5%,100%,0%,0%,0%,0%,  ,4
California,262," 6,318    ",17943.0186,2805.5808,2127.3834,879.4992,2,Shop,C,0.00,179,34,0,245934,20,,,,,,,,,
California,263," 6,262    ",10378.7769,3170.9154,3107.4228,1550.415,6,Shop,B,0.00,85,21,1,3624189,20,0,20%,80%,20%,0%,0%,0%, -      ,1
California,264," 6,257    ",12232.35,3241.542,2910.5121,1580.1195,6,Shop,B,0.00,180,21,1,22229,0,0,60%,0%,0%,100%,0%,0%,  ,1
California,265," 6,236    ",5306.3799,3017.9649,2690.8956,1348.6212,6,Shop,B,0.00,85,21,1,3624189,0,0,100%,0%,0%,50%,%,50%,  ,1
California,266," 6,204    ",6092.2392,2593.4427,2788.5699,1056.2748,8,Shop,B,0.00,181,60,1,349977,30,0,35%,90%,10%,0%,0%,0%, -      ,1
California,267," 6,190    ",6125.8059,3428.502,916.5468,477.3138,4,Shop,D,0.00,182,23,1,85086,50,1,15%,100%,0%,0%,0%,0%,  ,6
California,268," 6,104    ",5152.6668,2991.5937,2547.2685,1322.8896,10,Shop,B,0.00,183,21,1,94162,15,1,15%,100%,0%,0%,0%,0%,  ,1
California,269," 6,064    ",0,2981.5323,2483.7513,1087.7628,4,Shop,B,0.00,137,35,1,93269,,0,20%,90%,0%,0%,10%,0%,  ,1
California,270," 6,022    ",4157.646,2440.8366,80.7495,45.2517,5,Distributor,C,0.00,96,33,1,239187,60,0,1%,60%,40%,0%,0%,0%, -      ,2
California,271," 6,006    ",19127.5455,2606.4315,3259.6476,1631.1399,5,Shop,D,0.00,184,61,1,5149,150,0,15%,50%,0%,50%,0%,0%,  ,6
California,272," 5,983    ",0,3128.8248,928.2072,507.8178,5,Shop,C,0.00,159,48,1,84605,,0,15%,0%,0%,0%,100%,0%,  ,4
California,273," 5,925    ",0,2960.2902,1332.9264,656.5494,5,Shop,B,0.00,185,51,0,5632,25,,,,,,,,,
California,274," 5,684    ",0,2925.924,1774.3365,972.1182,9,Shop,B,0.00,186,62,1,10825,0,0,100%,0%,0%,0%,100%,0%,  ,1
California,275," 5,669    ",2517.0843,2429.4222,2418.0447,1177.9341,5,Shop,D,0.00,89,23,0,1821359,150,,,,,,,,,
California,276," 5,425    ",8869.3824,2248.563,469.7001,272.9001,5,Webshop,C,0.00,187,20,0,48237,40,,,,,,,,,
California,277," 5,366    ",4431.3825,2001.2346,0,0,2,Shop,B,0.00,188,49,1,5994,50,0,10%,10%,10%,80%,0%,0%, -      ,1
California,278," 5,272    ",0,2700.6864,3176.8563,1620.4266,7,Shop,D,0.00,189,23,1,,,1,20%,100%,0%,0%,0%,0%,  ,6
California,279," 5,175    ",6743.475,2571.4503,2042.4642,1030.371,3,Shop,C,0.00,190,53,0,371436,40,,,,,,,,,
California,280," 5,013    ",2379.7794,2940.5733,332.6904,196.6893,6,Shop,D,0.00,191,23,0,97956,120,,,,,,,,,
California,281," 4,993    ",7146.5952,2585.4846,2172.1554,1093.839,5,Other,B,0.00,192,46,1,6752,30,0,100%,0%,0%,20%,0%,80%,  ,1
California,282," 4,845    ",0,2543.025,1301.6106,596.4393,3,Shop,D,0.00,193,32,1,85331,,1,20%,100%,0%,0%,0%,0%,  ,6
California,283," 4,822    ",6479.7261,2106.5718,1606.4784,674.4582,5,Shop,C,0.00,72,20,0,642381,50,,,,,,,,,
California,284," 4,819    ",0,2193.8895,41.7831,21.8079,6,Shop,B,0.00,194,37,0,252854,,,,,,,,,,
California,285," 4,811    ",5845.8333,582.6756,208.8294,90.1959,6,Shop,D,0.00,195,44,1,120673,45,1,15%,100%,0%,0%,0%,0%,  ,5
California,286," 4,731    ",0,2287.1973,1225.0062,578.0016,3,Webshop,D,0.00,196,23,1,1810696,,0,2%,0%,100%,0%,0%,0%, 1    ,6
California,287," 4,638    ",8244.3702,2394.687,1457.7345,828.3804,8,Shop,C,0.00,197,34,1,7858,80,1,1%,100%,0%,0%,0%,0%,  ,3
California,288," 4,569    ",7893.279,2219.4735,2108.7366,1095.8439,9,Shop,C,0.00,117,34,1,17846,52,0,35%,80%,20%,0%,0%,0%, -      ,6
California,289," 4,561    ",8983.7601,2713.1955,1259.6553,758.6763,4,Shop,D,0.00,191,23,0,97956,80,,,,,,,,,
California,290," 4,534    ",11099.9874,2149.2405,2722.5435,1195.6215,1,Shop,B,0.00,85,21,0,3624189,250,,,,,,,,,
California,291," 4,533    ",8779.2234,2577.8094,90.7002,38.9049,6,Shop,B,0.00,183,21,1,92762,40,0,10%,80%,0%,0%,20%,0%,  ,1
California,292," 4,510    ",0,2346.9999,1456.5168,656.9307,3,Shop,D,0.00,89,23,1,,,1,35%,100%,0%,0%,0%,0%,  ,6
California,293," 4,379    ",2920.5858,2325.4134,1166.2368,601.3716,7,Shop,B,0.00,198,46,1,221668,30,0,100%,0%,0%,0%,0%,100%,  ,1
California,294," 4,331    ",7001.9472,2380.6896,2034.8874,1227.909,4,Shop,C,0.00,199,20,0,156707,50,,,,,,,,,
California,295," 4,323    ",24812.544,2293.3719,1472.8881,755.2692,3,Shop,B,0.00,74,21,0,223198,30,,,,,,,,,
California,296," 4,167    ",221647.6605,1778.1003,1709.6877,716.7333,1,Distributor,C,0.00,200,34,1,24368,100,0,100%,0%,0%,0%,100%,0%,  ,3
California,297," 4,160    ",14302.9566,2112.0453,1147.8483,576.7347,5,Shop,D,0.00,201,44,1,38166,50,1,10%,100%,0%,0%,0%,0%,  ,6
California,298," 4,157    ",4421.2719,2181.7125,173.1348,101.3397,7,Shop,D,0.00,141,23,1,94251,85,0,20%,100%,0%,0%,0%,0%,  ,6
California,299," 4,134    ",2142.5985,1859.0466,2451.8943,1174.8714,7,Shop,B,0.00,85,21,1,3624189,0,0,20%,60%,40%,0%,0%,0%, -      ,1
California,300," 4,134    ",0,-60.8358,0,0,3,Shop,E,0.00,89,$null$,0,,,,,,,,,,,
California,301," 4,071    ",7462.6191,2177.223,2228.8338,1151.9934,6,Gym,C,0.00,202,58,1,27781,,0,25%,0%,0%,0%,100%,0%,  ,3
California,302," 4,033    ",8000.3628,2024.5923,1979.7957,957.309,3,Gym,B,0.00,203,21,1,52963,1000,0,50%,0%,0%,0%,100%,0%,  ,1
California,303," 3,994    ",2134.8249,2241.6012,2541.9918,1515.1017,4,Gym,B,0.00,204,46,0,221668,,,,,,,,,,
California,304," 3,978    ",4360.1163,1800.5724,826.3263,460.5981,7,Shop,D,0.00,155,55,1,203609,0,0,10%,0%,0%,100%,0%,0%,  ,6
California,305," 3,965    ",6047.2458,2059.2045,965.0949,534.6441,8,Shop,D,0.00,205,23,1,36815,42,1,25%,100%,0%,0%,0%,0%,  ,6
California,306," 3,935    ",14186.6232,2017.0893,1306.4445,729.7836,4,Shop,C,0.00,206,34,1,104771,110,1,1%,100%,0%,0%,0%,0%,  ,1
California,307," 3,839    ",3674.0961,1899.4275,0,0,6,Shop,B,0.00,207,63,1,121522,40,1,20%,100%,0%,0%,0%,0%,  ,1
California,308," 3,780    ",1891.5186,2242.9788,1284.4398,777.8397,7,Shop,C,0.00,136,24,0,258402,,,,,,,,,,
California,309," 3,725    ",6716.907,1806.8085,1279.6305,744.9741,7,Shop,D,0.00,208,23,1,31756,50,1,30%,100%,0%,0%,0%,0%,  ,6
California,310," 3,711    ",0,2014.2111,1471.0431,742.4034,2,Distributor,B,0.00,209,31,0,14344,0,,,,,,,,,
California,311," 3,697    ",0,1315.0914,3034.7544,1147.1841,5,Other,B,0.00,210,62,1,110891,,0,25%,0%,0%,0%,0%,100%,  ,1
California,312," 3,609    ",1304.3043,2072.9682,254.61,148.6332,2,Shop,C,0.00,190,53,0,370686,60,,,,,,,,,
California,313," 3,585    ",0,958.17,0,-16.113,7,Shop,B,0.00,85,21,1,3550450,,0,50%,0%,0%,20%,80%,0%,  ,1
California,314," 3,541    ",8727.6741,1930.1775,709.8207,357.93,3,Shop,B,0.00,211,21,0,63259,40,,,,,,,,,
California,315," 3,501    ",2644.5861,1687.5354,964.8858,534.1398,4,Shop,C,0.00,212,24,0,32072,50,,,,,,,,,
California,316," 3,453    ",12634.9167,1647.8433,2110.5201,1066.9635,2,Shop,D,0.00,89,23,0,1821359,30,,,,,,,,,
California,317," 3,451    ",0,1858.0134,1655.4939,869.2779,2,Shop,D,0.00,213,32,0,979,,,,,,,,,,
California,318," 3,386    ",912.5985,1383.6639,752.3664,353.0715,3,Shop,B,0.00,85,21,0,3624189,30,,,,,,,,,
California,319," 3,383    ",0,1477.968,1867.1031,708.5661,2,Shop,B,0.00,214,21,1,30139,,0,20%,0%,0%,0%,100%,0%,  ,1
California,320," 3,340    ",2674.6842,1704.7185,1769.3427,933.0903,6,Gym,C,0.00,215,36,1,6050,,0,50%,100%,0%,0%,0%,0%,  ,3
California,321," 3,300    ",0,1847.5584,1382.7783,771.087,2,Other,B,0.00,216,31,0,,,,,,,,,,,
California,322," 3,299    ",0,1501.7562,1394.2542,773.9652,2,Distributor,B,0.00,77,31,0,452653,0,,,,,,,,,
California,323," 3,295    ",10538.0373,1600.5006,961.5648,481.8894,1,Shop,B,0.00,166,57,0,168967,50,,,,,,,,,
California,324," 3,251    ",0,1529.0499,1810.2525,802.2675,2,Shop,B,0.00,70,27,0,275627,,,,,,,,,,
California,325," 3,217    ",3155.3682,1565.175,614.0283,278.2998,3,Shop,C,0.00,217,64,0,108395,30,,,,,,,,,
California,326," 3,118    ",0,1828.5795,763.83,456.2193,1,Webshop,C,0.00,73,22,0,,,,,,,,,,,
California,327," 3,066    ",0,1627.0317,1709.9583,888.5643,2,Shop,D,0.00,89,23,1,1810696,,0,20%,50%,50%,0%,0%,0%, -      ,6
California,328," 2,999    ",0,1296.9858,235.1514,75.3006,2,Other,B,0.00,198,46,0,222559,,,,,,,,,,
California,329," 2,982    ",1046.9022,1722.9102,843.4233,437.7816,1,Shop,B,0.00,85,21,0,3576716,,,,,,,,,,
California,330," 2,910    ",0,1455.6558,1816.6116,884.0379,4,Other,B,0.00,218,60,0,343413,,,,,,,,,,
California,331," 2,858    ",6789.1449,1620.6357,185.1765,102.705,6,Shop,C,0.00,219,22,1,21339,350,0,1%,0%,0%,0%,100%,0%,  ,1
California,332," 2,848    ",0,1319.4579,282.5925,129.7527,2,Shop,D,0.00,220,65,0,109940,40,,,,,,,,,
California,333," 2,790    ",1664.3499,1477.7712,2259.5715,1300.2576,5,Shop,D,0.00,221,23,1,28784,60,0,30%,0%,0%,0%,100%,0%,  ,6
California,334," 2,656    ",6025.6224,1300.5159,856.3506,482.6889,4,Shop,C,0.00,152,53,0,48312,35,,,,,,,,,
California,335," 2,637    ",1294.0215,1238.8806,772.8582,450.0939,3,Webshop,D,0.00,222,23,1,20870,80,0,15%,50%,50%,0%,0%,0%, -      ,6
California,336," 2,615    ",20874.6129,1410.6747,1068.1197,584.9019,2,Webshop,D,0.00,110,32,0,895302,50,,,,,,,,,
California,337," 2,602    ",53983.0518,1341.684,880.4094,444.5712,1,Shop,C,0.00,223,33,0,108888,40,,,,,,,,,
California,338," 2,534    ",5687.4093,1304.0829,1536.5529,759.6357,2,Shop,C,0.00,131,22,0,268734,50,,,,,,,,,
California,339," 2,461    ",0,1184.8836,744.2238,399.5286,4,Shop,C,0.00,224,58,1,8692,,1,20%,100%,0%,0%,0%,0%,  ,1
California,340," 2,457    ",0,1108.1316,906.6207,402.5298,3,Shop,D,0.00,225,32,1,20984,,1,20%,100%,0%,0%,0%,0%,  ,6
California,341," 2,406    ",3947.5866,1199.5575,0,0,3,Shop,B,0.00,226,41,1,21633,15,0,20%,90%,0%,10%,0%,0%,  ,1
California,342," 2,400    ",9692.2278,1283.1114,1632.0132,935.661,3,Distributor,B,0.00,85,21,0,3624189,30,,,,,,,,,
California,343," 2,379    ",4403.8674,1188.0201,653.1423,307.3647,3,Shop,B,0.00,88,36,0,170084,,,,,,,,,,
California,344," 2,356    ",0,1199.5083,1941.9978,1084.7985,4,Gym,D,0.00,89,23,1,1813147,,1,20%,100%,0%,0%,0%,0%,  ,6
California,345," 2,355    ",0,1108.4514,623.9421,279.4068,2,Webshop,C,0.00,227,24,1,8669,50,0,10%,50%,50%,0%,0%,0%, -      ,2
California,346," 2,352    ",0,1198.1061,0,0,2,Shop,D,0.00,228,24,0,24340,,,,,,,,,,
California,347," 2,329    ",1620.4143,1134.7611,400.4511,212.0643,5,Shop,B,0.00,87,35,1,335021,40,0,10%,90%,10%,0%,0%,0%, -      ,1
California,348," 2,246    ",3636.1383,1102.08,543.8691,308.3979,1,Shop,B,0.00,85,21,0,3550450,40,,,,,,,,,
California,349," 2,173    ",2927.4738,2173.4592,0,0,4,Other,D,0.00,113,23,0,71663,,,,,,,,,,
California,350," 2,162    ",1218.5979,1062.6831,967.4565,480.1797,4,Shop,C,0.00,72,20,0,642381,,,,,,,,,,
California,351," 2,158    ",2296.3977,668.4927,1756.7844,676.0326,2,Shop,D,0.00,89,23,1,1810696,,1,30%,100%,0%,0%,0%,0%,  ,6
California,352," 2,149    ",3971.9283,1131.6369,0,0,4,Shop,D,0.00,229,23,1,234643,60,1,10%,100%,0%,0%,0%,0%,  ,5
California,353," 2,135    ",0,1197.1467,1906.6722,1122.0798,4,Shop,B,0.00,216,31,0,56472,0,,,,,,,,,
California,354," 2,102    ",2408.8812,1037.5419,893.7549,447.3879,5,Shop,C,0.00,170,36,1,41978,,0,15%,0%,0%,0%,100%,0%,  ,2
California,355," 2,046    ",0,969.2892,639.0342,316.5651,1,Shop,B,0.00,230,21,0,192480,25,,,,,,,,,
California,356," 1,955    ",0,822.5502,654.1755,270.8829,3,Gym,B,0.00,231,46,1,3164,,0,100%,0%,0%,0%,100%,0%,  ,1
California,357," 1,911    ",0,1074.2082,1074.1344,621.7527,4,Gym,B,0.00,232,39,1,200149,,0,100%,0%,0%,0%,100%,0%,  ,1
California,358," 1,881    ",1512.3588,741.9483,397.8312,138.1167,4,Shop,D,0.00,233,23,1,19533,50,0,30%,0%,0%,0%,100%,0%,  ,5
California,359," 1,825    ",0,863.0295,810.2256,387.7329,2,Shop,B,0.00,85,21,1,,,1,30%,100%,0%,0%,0%,0%,  ,1
California,360," 1,819    ",0,767.0034,1594.0554,776.3145,3,Shop,D,0.00,89,23,1,,,0,20%,100%,0%,0%,0%,0%,  ,6
California,361," 1,719    ",898.9578,933.9021,1000.7895,547.2885,3,Other,B,0.00,132,21,0,3576716,,,,,,,,,,
California,362," 1,689    ",0,790.2627,724.9374,338.3238,1,Shop,B,0.00,230,21,0,,20,,,,,,,,,
California,363," 1,682    ",3849.654,694.5564,1069.8663,538.1127,4,Shop,D,0.00,234,23,0,140232,60,,,,,,,,,
California,364," 1,682    ",5808.6504,939.0189,118.1907,67.0227,4,Shop,C,0.00,235,33,1,70848,100,1,1%,100%,0%,0%,0%,0%,  ,1
California,365," 1,655    ",4302.5892,903.1521,250.6863,129.1869,3,Shop,D,0.00,236,32,1,419,40,0,10%,50%,0%,50%,0%,0%,  ,3
California,366," 1,651    ",0,818.9586,0,0,2,Distributor,E,0.00,89,23,0,,,,,,,,,,,
California,367," 1,645    ",4044.3507,873.3492,288.3735,124.5498,4,Shop,C,0.00,237,30,1,15886,50,1,5%,100%,0%,0%,0%,0%,  ,4
California,368," 1,617    ",1980.4353,851.2338,406.7856,230.6988,4,Shop,C,0.00,238,20,0,642381,50,,,,,,,,,
California,369," 1,606    ",767.8398,822.4518,0,0,5,Shop,B,0.00,239,51,0,23867,,,,,,,,,,
California,370," 1,603    ",598.1736,866.6703,682.8468,404.2272,4,Gym,B,0.00,198,46,1,222559,200,0,15%,0%,0%,0%,100%,0%,  ,1
California,371," 1,599    ",3661.1319,948.4284,171.3882,84.6363,3,Shop,C,0.00,179,34,0,245934,120,,,,,,,,,
California,372," 1,597    ",0,813.0054,793.6329,422.6403,3,Shop,B,0.00,240,21,0,,30,,,,,,,,,
California,373," 1,524    ",3666.1011,658.6158,168.3747,84.4887,2,Gym,D,0.00,241,23,1,39349,40,1,10%,100%,0%,0%,0%,0%,  ,3
California,374," 1,492    ",3135.7497,667.7424,198.8418,90.9708,4,Shop,D,0.00,242,44,1,150906,50,0,10%,40%,20%,40%,0%,0%, -      ,4
California,375," 1,460    ",2610.7365,754.0269,769.6971,382.2594,4,Shop,B,0.00,243,63,1,11558,20,0,50%,0%,0%,0%,0%,100%,  ,1
California,376," 1,443    ",0,881.3811,0,0,2,Webshop,D,0.00,244,23,0,16658,,,,,,,,,,
California,377," 1,389    ",3294.5919,756.1794,473.0457,270.5016,4,Shop,B,0.00,245,62,0,5006,0,,,,,,,,,
California,378," 1,358    ",1138.4265,635.7378,0,0,2,Shop,B,0.00,240,21,1,103310,30,0,10%,90%,10%,0%,0%,0%, -      ,1
California,379," 1,352    ",5951.9577,481.2006,94.8084,49.5567,2,Shop,B,0.00,246,52,1,32551,30,0,10%,90%,0%,10%,0%,0%,  ,1
California,380," 1,344    ",0,695.9094,0,0,2,Other,B,0.00,247,38,0,16495,,,,,,,,,,
California,381," 1,328    ",5760.9141,674.7657,604.7664,267.3528,1,Shop,B,0.00,232,39,0,200149,50,,,,,,,,,
California,382," 1,327    ",1137.258,676.0818,169.74,103.1847,1,Shop,D,0.00,182,23,0,86072,200,,,,,,,,,
California,383," 1,302    ",7880.5116,646.2666,250.7601,120.1587,2,Shop,B,0.00,248,21,0,95456,40,,,,,,,,,
California,384," 1,295    ",0,590.277,0,0,1,Other,D,0.00,249,32,0,29595,,,,,,,,,,
California,385," 1,269    ",0,645.7131,451.0041,258.3123,2,Gym,D,0.00,172,23,0,243689,,,,,,,,,,
California,386," 1,249    ",0,600.6213,1036.8039,534.3366,1,Webshop,C,0.00,143,51,0,94045,,,,,,,,,,
California,387," 1,229    ",0,598.5549,45.879,27.0846,3,Shop,B,0.00,153,54,1,,,0,20%,0%,0%,0%,100%,0%,  ,1
California,388," 1,221    ",0,673.0068,45.8298,-14.637,1,Other,B,0.00,85,21,1,,,0,20%,0%,0%,0%,0%,100%,  ,1
California,389," 1,213    ",11736.1311,649.2555,143.3319,76.8258,1,Shop,C,0.00,250,22,1,28912,40,0,10%,50%,50%,0%,0%,0%, -      ,2
California,390," 1,135    ",4304.4711,433.329,234.1674,79.0275,3,Shop,B,0.00,251,51,0,23253,35,,,,,,,,,
California,391," 1,133    ",0,468.3717,0,0,1,Shop,B,0.00,252,22,0,,,,,,,,,,,
California,392," 1,124    ",2929.7616,658.2591,410.2296,252.7158,1,Shop,C,0.00,72,20,0,642381,40,,,,,,,,,
California,393," 1,098    ",1637.9787,651.9246,836.9043,496.1328,2,Shop,C,0.00,253,24,0,39362,80,,,,,,,,,
California,394," 1,073    ",4741.0227,496.9938,458.298,192.5934,1,Shop,D,0.00,89,23,1,1821359,60,0,30%,0%,0%,0%,100%,0%,  ,6
California,395," 1,049    ",0,514.6443,916.6329,478.3593,1,Gym,B,0.00,254,52,1,19358,,1,10%,100%,0%,0%,0%,0%,  ,1
California,396," 1,031    ",3652.1037,478.7775,298.6686,160.3674,4,Shop,D,0.00,255,32,0,28035,,,,,,,,,,
California,397," 1,029    ",0,639.6123,0,0,1,Distributor,D,0.00,229,23,0,,,,,,,,,,,
California,398," 1,017    ",1622.7021,524.2506,254.61,150.5397,1,Distributor,C,0.00,190,53,0,371436,50,,,,,,,,,
California,399, 991    ,2890.2663,539.6871,557.4729,322.5921,2,Shop,B,0.00,256,21,0,7904,0,,,,,,,,,
California,400, 966    ,0,573.7212,230.3298,124.2546,1,Shop,D,0.00,109,32,0,42427,,,,,,,,,,
California,401, 956    ,1672.1973,470.5611,372.1611,155.3121,3,Shop,C,0.00,257,24,0,26019,30,,,,,,,,,
California,402, 940    ,402.0255,457.2156,358.1268,172.6428,1,Shop,B,0.00,98,21,0,232455,30,,,,,,,,,
California,403, 932    ,758.3442,554.1519,212.298,123.3567,2,Shop,B,0.00,258,21,0,24541,15,,,,,,,,,
California,404, 929    ,0,504.9888,373.8462,225.4098,1,Shop,B,0.00,85,21,0,3550450,,,,,,,,,,
California,405, 929    ,0,478.6545,387.6222,214.6842,2,Shop,D,0.00,259,55,1,,,1,20%,100%,0%,0%,0%,0%,  ,6
California,406, 883    ,933.8898,449.4666,0,0,1,Shop,C,0.00,123,47,0,21835,45,,,,,,,,,
